"","parameter","index","simulation_value","IQR","n_series","n_observations","mean_IQR","model"
"6117","lambda","17",0.556691752367808,1,25,40,1,"pooled"
"6118","lambda","18",0.545029261199035,1,25,40,1,"pooled"
"6119","lambda","19",0.372638679580432,1,25,40,1,"pooled"
"6120","lambda","20",0.375298680774275,1,25,40,1,"pooled"
"6121","lambda","21",0.51597428749479,1,25,40,1,"pooled"
"6122","lambda","22",0.386472373638587,1,25,40,1,"pooled"
"6123","lambda","23",0.328795559645665,1,25,40,1,"pooled"
"6124","lambda","24",0.422646397695139,1,25,40,1,"pooled"
"6125","lambda","25",0.358625002286746,1,25,40,1,"pooled"
"6126","sigma","1",0.301307102635705,1,25,40,0.9568,"pooled"
"6127","sigma","2",0.190010359404806,1,25,40,0.9568,"pooled"
"6128","sigma","3",0.296607562672903,1,25,40,0.9568,"pooled"
"6129","sigma","4",0.187499058428743,1,25,40,0.9568,"pooled"
"6130","sigma","5",0.382408603538425,1,25,40,0.9568,"pooled"
"6131","sigma","6",0.348087385815283,1,25,40,0.9568,"pooled"
"6132","sigma","7",0.221152889866682,1,25,40,0.9568,"pooled"
"6133","sigma","8",0.108069825867748,0.61,25,40,0.9568,"pooled"
"6134","sigma","9",0.211473437039084,1,25,40,0.9568,"pooled"
"6135","sigma","10",0.258380484018619,1,25,40,0.9568,"pooled"
"6136","sigma","11",0.129962274640463,0.93,25,40,0.9568,"pooled"
"6137","sigma","12",0.0766185401387008,1,25,40,0.9568,"pooled"
"6138","sigma","13",0.381254829673759,1,25,40,0.9568,"pooled"
"6139","sigma","14",0.0472202227491014,1,25,40,0.9568,"pooled"
"6140","sigma","15",-0.016108976121827,1,25,40,0.9568,"pooled"
"6141","sigma","16",0.131985965469342,0.96,25,40,0.9568,"pooled"
"6142","sigma","17",0.274754207725324,1,25,40,0.9568,"pooled"
"6143","sigma","18",0.0150623155235065,1,25,40,0.9568,"pooled"
"6144","sigma","19",0.0849285438335698,1,25,40,0.9568,"pooled"
"6145","sigma","20",0.317705694040295,1,25,40,0.9568,"pooled"
"6146","sigma","21",0.170848147314517,1,25,40,0.9568,"pooled"
"6147","sigma","22",0.121433438779324,0.55,25,40,0.9568,"pooled"
"6148","sigma","23",0.34785345973563,1,25,40,0.9568,"pooled"
"6149","sigma","24",0.191599756044157,1,25,40,0.9568,"pooled"
"6150","sigma","25",0.127454122788658,0.87,25,40,0.9568,"pooled"
"6151","mu","1",0.313671671271165,0.12,25,40,0.546,"non_pooled"
"6152","mu","2",-0.498112030771815,0.76,25,40,0.546,"non_pooled"
"6153","mu","3",-0.0842910714760762,0.95,25,40,0.546,"non_pooled"
"6154","mu","4",0.0960147025744304,0.88,25,40,0.546,"non_pooled"
"6155","mu","5",0.110735833205495,0.15,25,40,0.546,"non_pooled"
"6156","mu","6",-0.294570628781325,0.07,25,40,0.546,"non_pooled"
"6157","mu","7",0.162030233750351,0.53,25,40,0.546,"non_pooled"
"6158","mu","8",0.164570576195921,0.75,25,40,0.546,"non_pooled"
"6159","mu","9",0.0728855820083222,0.41,25,40,0.546,"non_pooled"
"6160","mu","10",0.0732764351233678,0.92,25,40,0.546,"non_pooled"
"6161","mu","11",0.0325737947675647,0.04,25,40,0.546,"non_pooled"
"6162","mu","12",0.109850020466239,0.92,25,40,0.546,"non_pooled"
"6163","mu","13",0.0243638561456931,0.96,25,40,0.546,"non_pooled"
"6164","mu","14",-0.334132343176516,0.71,25,40,0.546,"non_pooled"
"6165","mu","15",0.136513562336124,0.25,25,40,0.546,"non_pooled"
"6166","mu","16",-0.125660404353016,0.72,25,40,0.546,"non_pooled"
"6167","mu","17",0.455836673969612,0.17,25,40,0.546,"non_pooled"
"6168","mu","18",-0.11967770874655,0.98,25,40,0.546,"non_pooled"
"6169","mu","19",-0.103061150912762,0.81,25,40,0.546,"non_pooled"
"6170","mu","20",0.0622919796565241,0.59,25,40,0.546,"non_pooled"
"6171","mu","21",-0.383991928656348,0.29,25,40,0.546,"non_pooled"
"6172","mu","22",0.141938038440569,0.93,25,40,0.546,"non_pooled"
"6173","mu","23",-0.218386340366917,0.16,25,40,0.546,"non_pooled"
"6174","mu","24",0.209090006379328,0.07,25,40,0.546,"non_pooled"
"6175","mu","25",0.0979400147201438,0.51,25,40,0.546,"non_pooled"
"6176","lambda","1",0.549139857824836,0.39,25,40,0.5108,"non_pooled"
"6177","lambda","2",0.550758858477596,0.36,25,40,0.5108,"non_pooled"
"6178","lambda","3",0.513504274819187,0.37,25,40,0.5108,"non_pooled"
"6179","lambda","4",0.608212477027756,0.62,25,40,0.5108,"non_pooled"
"6180","lambda","5",0.545129853948938,0.56,25,40,0.5108,"non_pooled"
"6181","lambda","6",0.797110067148785,0.47,25,40,0.5108,"non_pooled"
"6182","lambda","7",0.457942078083968,0.67,25,40,0.5108,"non_pooled"
"6183","lambda","8",0.521268745656858,0.02,25,40,0.5108,"non_pooled"
"6184","lambda","9",0.724749743959567,0.19,25,40,0.5108,"non_pooled"
"6185","lambda","10",0.602752351615199,0.44,25,40,0.5108,"non_pooled"
"6186","lambda","11",0.771325459496845,0.46,25,40,0.5108,"non_pooled"
"6187","lambda","12",0.453858985248819,0.84,25,40,0.5108,"non_pooled"
"6188","lambda","13",0.51687888575751,0.84,25,40,0.5108,"non_pooled"
"6189","lambda","14",0.473574458659932,0.14,25,40,0.5108,"non_pooled"
"6190","lambda","15",0.546067056044692,0.72,25,40,0.5108,"non_pooled"
"6191","lambda","16",0.434456643748266,0.73,25,40,0.5108,"non_pooled"
"6192","lambda","17",0.556691752367808,0.29,25,40,0.5108,"non_pooled"
"6193","lambda","18",0.545029261199035,0.08,25,40,0.5108,"non_pooled"
"6194","lambda","19",0.372638679580432,0.44,25,40,0.5108,"non_pooled"
"6195","lambda","20",0.375298680774275,0.67,25,40,0.5108,"non_pooled"
"6196","lambda","21",0.51597428749479,0.52,25,40,0.5108,"non_pooled"
"6197","lambda","22",0.386472373638587,0.82,25,40,0.5108,"non_pooled"
"6198","lambda","23",0.328795559645665,0.28,25,40,0.5108,"non_pooled"
"6199","lambda","24",0.422646397695139,0.86,25,40,0.5108,"non_pooled"
"6200","lambda","25",0.358625002286746,0.99,25,40,0.5108,"non_pooled"
"6201","sigma","1",0.301307102635705,0.85,25,40,0.6004,"non_pooled"
"6202","sigma","2",0.190010359404806,0.6,25,40,0.6004,"non_pooled"
"6203","sigma","3",0.296607562672903,0.41,25,40,0.6004,"non_pooled"
"6204","sigma","4",0.187499058428743,0.18,25,40,0.6004,"non_pooled"
"6205","sigma","5",0.382408603538425,0.87,25,40,0.6004,"non_pooled"
"6206","sigma","6",0.348087385815283,0.79,25,40,0.6004,"non_pooled"
"6207","sigma","7",0.221152889866682,0.37,25,40,0.6004,"non_pooled"
"6208","sigma","8",0.108069825867748,0.54,25,40,0.6004,"non_pooled"
"6209","sigma","9",0.211473437039084,0.3,25,40,0.6004,"non_pooled"
"6210","sigma","10",0.258380484018619,0.2,25,40,0.6004,"non_pooled"
"6211","sigma","11",0.129962274640463,0.36,25,40,0.6004,"non_pooled"
"6212","sigma","12",0.0766185401387008,0.97,25,40,0.6004,"non_pooled"
"6213","sigma","13",0.381254829673759,0.99,25,40,0.6004,"non_pooled"
"6214","sigma","14",0.0472202227491014,0.55,25,40,0.6004,"non_pooled"
"6215","sigma","15",-0.016108976121827,1,25,40,0.6004,"non_pooled"
"6216","sigma","16",0.131985965469342,0.92,25,40,0.6004,"non_pooled"
"6217","sigma","17",0.274754207725324,0.86,25,40,0.6004,"non_pooled"
"6218","sigma","18",0.0150623155235065,0.9,25,40,0.6004,"non_pooled"
"6219","sigma","19",0.0849285438335698,0.04,25,40,0.6004,"non_pooled"
"6220","sigma","20",0.317705694040295,0.55,25,40,0.6004,"non_pooled"
"6221","sigma","21",0.170848147314517,0.79,25,40,0.6004,"non_pooled"
"6222","sigma","22",0.121433438779324,0.05,25,40,0.6004,"non_pooled"
"6223","sigma","23",0.34785345973563,0.99,25,40,0.6004,"non_pooled"
"6224","sigma","24",0.191599756044157,0.2,25,40,0.6004,"non_pooled"
"6225","sigma","25",0.127454122788658,0.73,25,40,0.6004,"non_pooled"
"6226","mu","1",0.313671671271165,0.13,25,40,0.5172,"partially"
"6227","mu","2",-0.498112030771815,0.33,25,40,0.5172,"partially"
"6228","mu","3",-0.0842910714760762,0.95,25,40,0.5172,"partially"
"6229","mu","4",0.0960147025744304,0.77,25,40,0.5172,"partially"
"6230","mu","5",0.110735833205495,0.03,25,40,0.5172,"partially"
"6231","mu","6",-0.294570628781325,0.41,25,40,0.5172,"partially"
"6232","mu","7",0.162030233750351,0.43,25,40,0.5172,"partially"
"6233","mu","8",0.164570576195921,0.69,25,40,0.5172,"partially"
"6234","mu","9",0.0728855820083222,0.36,25,40,0.5172,"partially"
"6235","mu","10",0.0732764351233678,0.9,25,40,0.5172,"partially"
"6236","mu","11",0.0325737947675647,0.04,25,40,0.5172,"partially"
"6237","mu","12",0.109850020466239,0.84,25,40,0.5172,"partially"
"6238","mu","13",0.0243638561456931,0.84,25,40,0.5172,"partially"
"6239","mu","14",-0.334132343176516,0.67,25,40,0.5172,"partially"
"6240","mu","15",0.136513562336124,0.27,25,40,0.5172,"partially"
"6241","mu","16",-0.125660404353016,0.72,25,40,0.5172,"partially"
"6242","mu","17",0.455836673969612,0.48,25,40,0.5172,"partially"
"6243","mu","18",-0.11967770874655,0.97,25,40,0.5172,"partially"
"6244","mu","19",-0.103061150912762,0.75,25,40,0.5172,"partially"
"6245","mu","20",0.0622919796565241,0.5,25,40,0.5172,"partially"
"6246","mu","21",-0.383991928656348,0.05,25,40,0.5172,"partially"
"6247","mu","22",0.141938038440569,0.91,25,40,0.5172,"partially"
"6248","mu","23",-0.218386340366917,0.45,25,40,0.5172,"partially"
"6249","mu","24",0.209090006379328,0.04,25,40,0.5172,"partially"
"6250","mu","25",0.0979400147201438,0.4,25,40,0.5172,"partially"
"6251","lambda","1",0.549139857824836,0.72,25,40,0.5216,"partially"
"6252","lambda","2",0.550758858477596,0.37,25,40,0.5216,"partially"
"6253","lambda","3",0.513504274819187,0.68,25,40,0.5216,"partially"
"6254","lambda","4",0.608212477027756,0.16,25,40,0.5216,"partially"
"6255","lambda","5",0.545129853948938,0.25,25,40,0.5216,"partially"
"6256","lambda","6",0.797110067148785,0.96,25,40,0.5216,"partially"
"6257","lambda","7",0.457942078083968,0.69,25,40,0.5216,"partially"
"6258","lambda","8",0.521268745656858,0.44,25,40,0.5216,"partially"
"6259","lambda","9",0.724749743959567,0.82,25,40,0.5216,"partially"
"6260","lambda","10",0.602752351615199,0.85,25,40,0.5216,"partially"
"6261","lambda","11",0.771325459496845,0.94,25,40,0.5216,"partially"
"6262","lambda","12",0.453858985248819,0.43,25,40,0.5216,"partially"
"6263","lambda","13",0.51687888575751,0.15,25,40,0.5216,"partially"
"6264","lambda","14",0.473574458659932,0.46,25,40,0.5216,"partially"
"6265","lambda","15",0.546067056044692,0.12,25,40,0.5216,"partially"
"6266","lambda","16",0.434456643748266,0.35,25,40,0.5216,"partially"
"6267","lambda","17",0.556691752367808,0.8,25,40,0.5216,"partially"
"6268","lambda","18",0.545029261199035,0.58,25,40,0.5216,"partially"
"6269","lambda","19",0.372638679580432,0.36,25,40,0.5216,"partially"
"6270","lambda","20",0.375298680774275,0.5,25,40,0.5216,"partially"
"6271","lambda","21",0.51597428749479,0.07,25,40,0.5216,"partially"
"6272","lambda","22",0.386472373638587,0.62,25,40,0.5216,"partially"
"6273","lambda","23",0.328795559645665,0.32,25,40,0.5216,"partially"
"6274","lambda","24",0.422646397695139,0.51,25,40,0.5216,"partially"
"6275","lambda","25",0.358625002286746,0.89,25,40,0.5216,"partially"
"6276","sigma","1",0.301307102635705,0.92,25,40,0.4696,"partially"
"6277","sigma","2",0.190010359404806,0.48,25,40,0.4696,"partially"
"6278","sigma","3",0.296607562672903,0.64,25,40,0.4696,"partially"
"6279","sigma","4",0.187499058428743,0.31,25,40,0.4696,"partially"
"6280","sigma","5",0.382408603538425,0.14,25,40,0.4696,"partially"
"6281","sigma","6",0.348087385815283,0.02,25,40,0.4696,"partially"
"6282","sigma","7",0.221152889866682,0.25,25,40,0.4696,"partially"
"6283","sigma","8",0.108069825867748,0.56,25,40,0.4696,"partially"
"6284","sigma","9",0.211473437039084,0.46,25,40,0.4696,"partially"
"6285","sigma","10",0.258380484018619,0.12,25,40,0.4696,"partially"
"6286","sigma","11",0.129962274640463,0.33,25,40,0.4696,"partially"
"6287","sigma","12",0.0766185401387008,0.98,25,40,0.4696,"partially"
"6288","sigma","13",0.381254829673759,0.23,25,40,0.4696,"partially"
"6289","sigma","14",0.0472202227491014,0.52,25,40,0.4696,"partially"
"6290","sigma","15",-0.016108976121827,1,25,40,0.4696,"partially"
"6291","sigma","16",0.131985965469342,0.91,25,40,0.4696,"partially"
"6292","sigma","17",0.274754207725324,0.46,25,40,0.4696,"partially"
"6293","sigma","18",0.0150623155235065,0.88,25,40,0.4696,"partially"
"6294","sigma","19",0.0849285438335698,0.19,25,40,0.4696,"partially"
"6295","sigma","20",0.317705694040295,0.09,25,40,0.4696,"partially"
"6296","sigma","21",0.170848147314517,0.79,25,40,0.4696,"partially"
"6297","sigma","22",0.121433438779324,0.01,25,40,0.4696,"partially"
"6298","sigma","23",0.34785345973563,0.39,25,40,0.4696,"partially"
"6299","sigma","24",0.191599756044157,0.32,25,40,0.4696,"partially"
"6300","sigma","25",0.127454122788658,0.74,25,40,0.4696,"partially"
"6301","mu","1",0.313671671271165,1,25,45,0.9692,"pooled"
"6302","mu","2",-0.498112030771815,1,25,45,0.9692,"pooled"
"6303","mu","3",-0.0842910714760762,1,25,45,0.9692,"pooled"
"6304","mu","4",0.0960147025744304,1,25,45,0.9692,"pooled"
"6305","mu","5",0.110735833205495,1,25,45,0.9692,"pooled"
"6306","mu","6",-0.294570628781325,1,25,45,0.9692,"pooled"
"6307","mu","7",0.162030233750351,1,25,45,0.9692,"pooled"
"6308","mu","8",0.164570576195921,1,25,45,0.9692,"pooled"
"6309","mu","9",0.0728855820083222,1,25,45,0.9692,"pooled"
"6310","mu","10",0.0732764351233678,1,25,45,0.9692,"pooled"
"6311","mu","11",0.0325737947675647,0.72,25,45,0.9692,"pooled"
"6312","mu","12",0.109850020466239,1,25,45,0.9692,"pooled"
"6313","mu","13",0.0243638561456931,0.51,25,45,0.9692,"pooled"
"6314","mu","14",-0.334132343176516,1,25,45,0.9692,"pooled"
"6315","mu","15",0.136513562336124,1,25,45,0.9692,"pooled"
"6316","mu","16",-0.125660404353016,1,25,45,0.9692,"pooled"
"6317","mu","17",0.455836673969612,1,25,45,0.9692,"pooled"
"6318","mu","18",-0.11967770874655,1,25,45,0.9692,"pooled"
"6319","mu","19",-0.103061150912762,1,25,45,0.9692,"pooled"
"6320","mu","20",0.0622919796565241,1,25,45,0.9692,"pooled"
"6321","mu","21",-0.383991928656348,1,25,45,0.9692,"pooled"
"6322","mu","22",0.141938038440569,1,25,45,0.9692,"pooled"
"6323","mu","23",-0.218386340366917,1,25,45,0.9692,"pooled"
"6324","mu","24",0.209090006379328,1,25,45,0.9692,"pooled"
"6325","mu","25",0.0979400147201438,1,25,45,0.9692,"pooled"
"6326","lambda","1",0.549139857824836,1,25,45,1,"pooled"
"6327","lambda","2",0.550758858477596,1,25,45,1,"pooled"
"6328","lambda","3",0.513504274819187,1,25,45,1,"pooled"
"6329","lambda","4",0.608212477027756,1,25,45,1,"pooled"
"6330","lambda","5",0.545129853948938,1,25,45,1,"pooled"
"6331","lambda","6",0.797110067148785,1,25,45,1,"pooled"
"6332","lambda","7",0.457942078083968,1,25,45,1,"pooled"
"6333","lambda","8",0.521268745656858,1,25,45,1,"pooled"
"6334","lambda","9",0.724749743959567,1,25,45,1,"pooled"
"6335","lambda","10",0.602752351615199,1,25,45,1,"pooled"
"6336","lambda","11",0.771325459496845,1,25,45,1,"pooled"
"6337","lambda","12",0.453858985248819,1,25,45,1,"pooled"
"6338","lambda","13",0.51687888575751,1,25,45,1,"pooled"
"6339","lambda","14",0.473574458659932,1,25,45,1,"pooled"
"6340","lambda","15",0.546067056044692,1,25,45,1,"pooled"
"6341","lambda","16",0.434456643748266,1,25,45,1,"pooled"
"6342","lambda","17",0.556691752367808,1,25,45,1,"pooled"
"6343","lambda","18",0.545029261199035,1,25,45,1,"pooled"
"6344","lambda","19",0.372638679580432,1,25,45,1,"pooled"
"6345","lambda","20",0.375298680774275,1,25,45,1,"pooled"
"6346","lambda","21",0.51597428749479,1,25,45,1,"pooled"
"6347","lambda","22",0.386472373638587,1,25,45,1,"pooled"
"6348","lambda","23",0.328795559645665,1,25,45,1,"pooled"
"6349","lambda","24",0.422646397695139,1,25,45,1,"pooled"
"6350","lambda","25",0.358625002286746,1,25,45,1,"pooled"
"6351","sigma","1",0.301307102635705,1,25,45,0.9552,"pooled"
"6352","sigma","2",0.190010359404806,1,25,45,0.9552,"pooled"
"6353","sigma","3",0.296607562672903,1,25,45,0.9552,"pooled"
"6354","sigma","4",0.187499058428743,1,25,45,0.9552,"pooled"
"6355","sigma","5",0.382408603538425,1,25,45,0.9552,"pooled"
"6356","sigma","6",0.348087385815283,1,25,45,0.9552,"pooled"
"6357","sigma","7",0.221152889866682,1,25,45,0.9552,"pooled"
"6358","sigma","8",0.108069825867748,0.63,25,45,0.9552,"pooled"
"6359","sigma","9",0.211473437039084,1,25,45,0.9552,"pooled"
"6360","sigma","10",0.258380484018619,1,25,45,0.9552,"pooled"
"6361","sigma","11",0.129962274640463,0.91,25,45,0.9552,"pooled"
"6362","sigma","12",0.0766185401387008,1,25,45,0.9552,"pooled"
"6363","sigma","13",0.381254829673759,1,25,45,0.9552,"pooled"
"6364","sigma","14",0.0472202227491014,1,25,45,0.9552,"pooled"
"6365","sigma","15",-0.016108976121827,1,25,45,0.9552,"pooled"
"6366","sigma","16",0.131985965469342,0.95,25,45,0.9552,"pooled"
"6367","sigma","17",0.274754207725324,1,25,45,0.9552,"pooled"
"6368","sigma","18",0.0150623155235065,1,25,45,0.9552,"pooled"
"6369","sigma","19",0.0849285438335698,1,25,45,0.9552,"pooled"
"6370","sigma","20",0.317705694040295,1,25,45,0.9552,"pooled"
"6371","sigma","21",0.170848147314517,1,25,45,0.9552,"pooled"
"6372","sigma","22",0.121433438779324,0.55,25,45,0.9552,"pooled"
"6373","sigma","23",0.34785345973563,1,25,45,0.9552,"pooled"
"6374","sigma","24",0.191599756044157,1,25,45,0.9552,"pooled"
"6375","sigma","25",0.127454122788658,0.84,25,45,0.9552,"pooled"
"6376","mu","1",0.313671671271165,0.19,25,45,0.4856,"non_pooled"
"6377","mu","2",-0.498112030771815,0.1,25,45,0.4856,"non_pooled"
"6378","mu","3",-0.0842910714760762,0.8,25,45,0.4856,"non_pooled"
"6379","mu","4",0.0960147025744304,0.46,25,45,0.4856,"non_pooled"
"6380","mu","5",0.110735833205495,0.13,25,45,0.4856,"non_pooled"
"6381","mu","6",-0.294570628781325,0.41,25,45,0.4856,"non_pooled"
"6382","mu","7",0.162030233750351,0.27,25,45,0.4856,"non_pooled"
"6383","mu","8",0.164570576195921,0.08,25,45,0.4856,"non_pooled"
"6384","mu","9",0.0728855820083222,0.92,25,45,0.4856,"non_pooled"
"6385","mu","10",0.0732764351233678,0.45,25,45,0.4856,"non_pooled"
"6386","mu","11",0.0325737947675647,0.48,25,45,0.4856,"non_pooled"
"6387","mu","12",0.109850020466239,0.79,25,45,0.4856,"non_pooled"
"6388","mu","13",0.0243638561456931,0.92,25,45,0.4856,"non_pooled"
"6389","mu","14",-0.334132343176516,0.73,25,45,0.4856,"non_pooled"
"6390","mu","15",0.136513562336124,0.48,25,45,0.4856,"non_pooled"
"6391","mu","16",-0.125660404353016,0.69,25,45,0.4856,"non_pooled"
"6392","mu","17",0.455836673969612,0.08,25,45,0.4856,"non_pooled"
"6393","mu","18",-0.11967770874655,0.81,25,45,0.4856,"non_pooled"
"6394","mu","19",-0.103061150912762,0.4,25,45,0.4856,"non_pooled"
"6395","mu","20",0.0622919796565241,0.97,25,45,0.4856,"non_pooled"
"6396","mu","21",-0.383991928656348,0.12,25,45,0.4856,"non_pooled"
"6397","mu","22",0.141938038440569,0.05,25,45,0.4856,"non_pooled"
"6398","mu","23",-0.218386340366917,0.09,25,45,0.4856,"non_pooled"
"6399","mu","24",0.209090006379328,0.89,25,45,0.4856,"non_pooled"
"6400","mu","25",0.0979400147201438,0.83,25,45,0.4856,"non_pooled"
"6401","lambda","1",0.549139857824836,0.02,25,45,0.4276,"non_pooled"
"6402","lambda","2",0.550758858477596,0.05,25,45,0.4276,"non_pooled"
"6403","lambda","3",0.513504274819187,0.04,25,45,0.4276,"non_pooled"
"6404","lambda","4",0.608212477027756,0.22,25,45,0.4276,"non_pooled"
"6405","lambda","5",0.545129853948938,0.27,25,45,0.4276,"non_pooled"
"6406","lambda","6",0.797110067148785,0.92,25,45,0.4276,"non_pooled"
"6407","lambda","7",0.457942078083968,0.53,25,45,0.4276,"non_pooled"
"6408","lambda","8",0.521268745656858,0.78,25,45,0.4276,"non_pooled"
"6409","lambda","9",0.724749743959567,0.39,25,45,0.4276,"non_pooled"
"6410","lambda","10",0.602752351615199,0.25,25,45,0.4276,"non_pooled"
"6411","lambda","11",0.771325459496845,0.14,25,45,0.4276,"non_pooled"
"6412","lambda","12",0.453858985248819,0.95,25,45,0.4276,"non_pooled"
"6413","lambda","13",0.51687888575751,0.5,25,45,0.4276,"non_pooled"
"6414","lambda","14",0.473574458659932,0.18,25,45,0.4276,"non_pooled"
"6415","lambda","15",0.546067056044692,0.24,25,45,0.4276,"non_pooled"
"6416","lambda","16",0.434456643748266,0.28,25,45,0.4276,"non_pooled"
"6417","lambda","17",0.556691752367808,0.05,25,45,0.4276,"non_pooled"
"6418","lambda","18",0.545029261199035,0.26,25,45,0.4276,"non_pooled"
"6419","lambda","19",0.372638679580432,0.91,25,45,0.4276,"non_pooled"
"6420","lambda","20",0.375298680774275,0.76,25,45,0.4276,"non_pooled"
"6421","lambda","21",0.51597428749479,0.05,25,45,0.4276,"non_pooled"
"6422","lambda","22",0.386472373638587,0.78,25,45,0.4276,"non_pooled"
"6423","lambda","23",0.328795559645665,0.97,25,45,0.4276,"non_pooled"
